"archive_date","adult_child","hospital_name","wait_0_6_months","wait_6_12_months","wait_12_18_months","wait_18_plus_months","total"
"2025-08-28","Adult","Midland Regional Hospital Tullamore",11444,3348,368,0,15160
"2025-08-28","Adult","Midland Regional Hospital Portlaoise",2779,674,250,162,3866
"2025-08-28","Adult","Midland Regional Hospital Mullingar",4830,1503,758,914,8004
"2025-08-28","Adult","Mercy University Hospital",3622,1373,567,215,5778
"2025-08-28","Adult","Mayo University Hospital",4394,1340,428,238,6401
"2025-08-28","Adult","Mater Misericordiae University Hospital",26619,8079,3504,3386,41588
"2025-08-28","Adult","Mallow General Hospital",2271,1186,503,305,4266
"2025-08-28","Adult","Louth County Hospital",1849,709,179,2,2739
"2025-08-28","Adult","Letterkenny University Hospital",9979,2971,1176,432,14558
"2025-08-28","Adult","Galway University Hospitals",27145,8889,4400,5539,45973
"2025-08-28","Adult","Ennis Hospital",448,342,286,180,1256
"2025-08-28","Adult","Croom Orthopaedic Hospital",3434,1853,1019,431,6737
"2025-08-28","Adult","Cork University Maternity Hospital",2030,235,79,0,2344
"2025-08-28","Adult","Cork University Hospital",13678,4221,1677,560,20135
"2025-08-28","Adult","Coombe Women and Infants University Hospital",2354,932,181,12,3480
"2025-08-28","Adult","Connolly Hospital Blanchardstown",6631,1536,462,121,8750
"2025-08-28","Adult","Cavan General Hospital",4580,1259,179,39,6057
"2025-08-28","Adult","Beaumont Hospital",27820,12579,5480,1271,47150
"2025-09-25","Child","Wexford General Hospital",664,334,2,0,999
"2025-09-25","Child","University Hospital Waterford",2050,951,422,339,3762
"2025-09-25","Child","University Hospital Limerick",2360,933,420,267,3980
"2025-09-25","Child","University Hospital Kerry",699,296,114,39,1148
"2025-09-25","Child","Tipperary University Hospital",366,92,26,0,484
"2025-09-25","Child","Tallaght University Hospital",3,2,0,1,6
"2025-09-25","Child","St. Luke's General Hospital Kilkenny",360,29,10,28,426
"2025-09-25","Child","South Infirmary Victoria University Hospital",1667,746,460,435,3307
"2025-09-25","Child","Sligo University Hospital",1079,230,75,176,1560
"2025-09-25","Child","Royal Victoria Eye and Ear Hospital",332,163,115,77,687
"2025-09-25","Child","Rotunda Hospital",26,3,0,0,29
"2025-09-25","Child","Roscommon University Hospital",128,82,34,0,244
"2025-09-25","Child","Portiuncula University Hospital",525,39,0,0,564
"2025-09-25","Child","Our Lady's Hospital Navan",2,0,0,0,2
"2025-09-25","Child","Our Lady of Lourdes Hospital Drogheda",1786,1136,689,309,3919
"2025-09-25","Child","Nenagh Hospital",15,4,0,1,21
"2025-09-25","Child","National Orthopaedic Hospital Cappagh",68,52,23,9,152
"2025-09-25","Child","National Maternity Hospital (Holles Street)",35,0,0,0,35
"2025-09-25","Child","Naas General Hospital",10,2,0,0,12
"2025-09-25","Child","Midland Regional Hospital Tullamore",792,343,2,0,1137
"2025-09-25","Child","Midland Regional Hospital Portlaoise",906,482,295,91,1774
"2025-09-25","Child","Midland Regional Hospital Mullingar",762,212,67,4,1046
"2025-09-25","Child","Mercy University Hospital",5,1,0,0,6
"2025-09-25","Child","Mayo University Hospital",668,207,62,40,977
"2025-09-25","Child","Mallow General Hospital",155,47,47,120,368
"2025-09-25","Child","Letterkenny University Hospital",1094,313,163,29,1599
"2025-09-25","Child","Galway University Hospitals",2806,1127,325,743,5002
"2025-09-25","Child","Ennis Hospital",14,19,5,3,41
"2025-09-25","Child","Croom Orthopaedic Hospital",163,8,2,2,176
"2025-09-25","Child","Cork University Maternity Hospital",35,1,0,0,36
"2025-09-25","Child","Cork University Hospital",3211,904,280,132,4527
"2025-09-25","Child","Coombe Women and Infants University Hospital",25,3,1,0,29
"2025-09-25","Child","Children's Health Ireland",18192,7985,3647,3405,33229
"2025-09-25","Child","Cavan General Hospital",420,222,80,0,723
"2025-09-25","Child","Beaumont Hospital",41,11,3,1,56
"2025-09-25","Adult","Wexford General Hospital",3782,906,46,6,4740
"2025-09-25","Adult","University Hospital Waterford",22761,11247,5446,4846,44299
"2025-09-25","Adult","University Hospital Limerick",16660,5057,2246,1042,25005
"2025-09-25","Adult","University Hospital Kerry",7666,2508,990,117,11282
"2025-09-25","Adult","Tipperary University Hospital",2426,860,434,110,3830
"2025-09-25","Adult","Tallaght University Hospital",13854,7647,2650,1062,25214
"2025-09-25","Adult","St. Vincent's University Hospital",20140,7367,4335,2520,34361
"2025-09-25","Adult","St. Michael's Hospital",3271,1034,825,361,5491
"2025-09-25","Adult","St. Luke's General Hospital Kilkenny",3344,1102,636,487,5570
"2025-09-25","Adult","St. John's Hospital Limerick",291,196,2,0,489
"2025-09-25","Adult","St. James's Hospital",17887,4954,1889,1054,25784
"2025-09-25","Adult","St. Columcille's Hospital",2218,1286,1126,5220,9850
"2025-09-25","Adult","South Infirmary Victoria University Hospital",14753,6542,3884,4330,29510
"2025-09-25","Adult","Sligo University Hospital",8400,2314,1152,1347,13212
"2025-09-25","Adult","Royal Victoria Eye and Ear Hospital",6800,3327,1619,913,12659
"2025-09-25","Adult","Rotunda Hospital",4124,1134,45,1,5304
"2025-09-25","Adult","Roscommon University Hospital",3375,911,183,6,4474
"2025-09-25","Adult","Portiuncula University Hospital",2172,598,148,8,2925
"2025-09-25","Adult","Our Lady's Hospital Navan",4333,1761,526,93,6712
"2025-09-25","Adult","Our Lady of Lourdes Hospital Drogheda",9820,4798,2181,696,17495
"2025-09-25","Adult","Nenagh Hospital",396,305,221,246,1168
"2025-09-25","Adult","National Orthopaedic Hospital Cappagh",1402,700,575,333,3010
"2025-09-25","Adult","National Maternity Hospital (Holles Street)",2264,871,149,0,3284
"2025-09-25","Adult","Naas General Hospital",7223,2754,1169,470,11617
"2025-09-25","Adult","Midland Regional Hospital Tullamore",11533,3551,475,0,15559
"2025-09-25","Adult","Midland Regional Hospital Portlaoise",2804,686,247,168,3905
"2025-09-25","Adult","Midland Regional Hospital Mullingar",4969,1602,738,949,8258
"2025-09-25","Adult","Mercy University Hospital",3532,1374,548,164,5618
"2025-09-25","Adult","Mayo University Hospital",4371,1419,432,235,6457
"2025-09-25","Adult","Mater Misericordiae University Hospital",26727,8304,3456,3181,41669
"2025-09-25","Adult","Mallow General Hospital",2300,1102,543,292,4237
"2025-09-25","Adult","Louth County Hospital",1821,744,218,0,2783
"2025-09-25","Adult","Letterkenny University Hospital",9739,3156,1394,442,14730
"2025-09-25","Adult","Galway University Hospitals",26741,9647,4522,5665,46574
"2025-09-25","Adult","Ennis Hospital",455,327,296,193,1270
"2025-09-25","Adult","Croom Orthopaedic Hospital",3370,1975,1053,456,6854
"2025-09-25","Adult","Cork University Maternity Hospital",2042,226,71,0,2339
"2025-09-25","Adult","Cork University Hospital",13799,4344,1545,623,20310
"2025-09-25","Adult","Coombe Women and Infants University Hospital",2380,995,167,3,3545
"2025-09-25","Adult","Connolly Hospital Blanchardstown",6884,1405,328,247,8863
"2025-09-25","Adult","Cavan General Hospital",4571,1328,129,29,6057
"2025-09-25","Adult","Beaumont Hospital",27759,12519,5580,1360,47217
"2025-09-25","Adult","Bantry General Hospital",774,152,0,2,928
"2025-10-30","Adult","Naas General Hospital",7016,2923,1348,533,11820
"2025-10-30","Child","University Hospital Waterford",2011,977,406,371,3766
"2025-10-30","Child","University Hospital Limerick",2435,878,378,255,3945
"2025-10-30","Child","University Hospital Kerry",675,237,112,55,1078
"2025-10-30","Child","Tipperary University Hospital",375,80,34,1,490
"2025-10-30","Child","Tallaght University Hospital",4,1,0,1,6
"2025-10-30","Child","St. Luke's General Hospital Kilkenny",371,22,13,26,432
"2025-10-30","Child","South Infirmary Victoria University Hospital",1699,764,481,426,3370
"2025-10-30","Child","Sligo University Hospital",986,211,86,187,1470
"2025-10-30","Child","Royal Victoria Eye and Ear Hospital",311,160,122,76,669
"2025-10-30","Child","Rotunda Hospital",31,0,0,0,31
"2025-10-30","Child","Roscommon University Hospital",118,84,21,2,224
"2025-10-30","Child","Portiuncula University Hospital",486,48,0,0,534
"2025-10-30","Child","Our Lady's Hospital Navan",2,0,0,0,2
"2025-10-30","Child","Our Lady of Lourdes Hospital Drogheda",1766,1120,672,309,3867
"2025-10-30","Child","Nenagh Hospital",14,3,0,1,18
"2025-10-30","Child","National Orthopaedic Hospital Cappagh",57,38,26,6,127
"2025-10-30","Child","National Maternity Hospital (Holles Street)",38,0,0,0,38
"2025-10-30","Child","Naas General Hospital",8,3,0,0,11
"2025-10-30","Child","Midland Regional Hospital Tullamore",771,347,2,0,1120
"2025-10-30","Child","Midland Regional Hospital Portlaoise",872,459,274,113,1718
"2025-10-30","Child","Midland Regional Hospital Mullingar",798,204,55,9,1065
"2025-10-30","Child","Mercy University Hospital",4,1,0,0,5
"2025-10-30","Child","Mayo University Hospital",658,213,64,46,981
"2025-10-30","Child","Mallow General Hospital",139,59,39,118,356
"2025-10-30","Child","Letterkenny University Hospital",1012,327,131,5,1475
"2025-10-30","Child","Galway University Hospitals",2876,1120,351,654,5002
"2025-10-30","Child","Ennis Hospital",13,21,7,2,43
"2025-10-30","Child","Croom Orthopaedic Hospital",148,8,2,2,161
"2025-10-30","Child","Cork University Maternity Hospital",43,0,0,0,43
"2025-10-30","Child","Cork University Hospital",3208,983,275,112,4578
"2025-10-30","Child","Coombe Women and Infants University Hospital",29,1,0,0,30
"2025-10-30","Child","Children's Health Ireland",18043,8010,3408,3378,32838
"2025-10-30","Child","Cavan General Hospital",378,114,44,0,536
"2025-10-30","Child","Beaumont Hospital",34,12,5,0,51
"2025-10-30","Adult","Wexford General Hospital",3972,868,55,2,4896
"2025-10-30","Adult","University Hospital Waterford",22333,11178,5457,4771,43738
"2025-10-30","Adult","University Hospital Limerick",16748,4917,2067,825,24557
"2025-10-30","Adult","University Hospital Kerry",7322,2576,987,259,11145
"2025-10-30","Adult","Tipperary University Hospital",2518,919,455,142,4034
"2025-10-30","Adult","Tallaght University Hospital",13670,7531,2692,1063,24956
"2025-10-30","Adult","St. Vincent's University Hospital",19943,7156,4114,2743,33956
"2025-10-30","Adult","St. Michael's Hospital",3299,1085,777,443,5605
"2025-10-30","Adult","St. Luke's General Hospital Kilkenny",3340,1094,634,522,5590
"2025-10-30","Adult","St. John's Hospital Limerick",308,180,6,0,493
"2025-10-30","Adult","St. James's Hospital",17543,4836,1922,1037,25338
"2025-10-30","Adult","St. Columcille's Hospital",2230,1243,1148,5303,9923
"2025-10-30","Adult","South Infirmary Victoria University Hospital",14808,6618,3945,4528,29899
"2025-10-30","Adult","Sligo University Hospital",8116,2503,1067,1313,12999
"2025-10-30","Adult","Royal Victoria Eye and Ear Hospital",6948,3578,1828,955,13309
"2025-10-30","Adult","Rotunda Hospital",4182,1150,55,1,5388
"2025-10-30","Adult","Roscommon University Hospital",3185,991,78,5,4259
"2025-10-30","Adult","Portiuncula University Hospital",2162,632,182,0,2976
"2025-10-30","Adult","Our Lady's Hospital Navan",4481,1831,566,126,7003
"2025-10-30","Adult","Our Lady of Lourdes Hospital Drogheda",9866,4547,2284,680,17377
"2025-10-30","Adult","Nenagh Hospital",384,321,225,269,1199
"2025-10-30","Adult","National Orthopaedic Hospital Cappagh",1422,619,578,344,2962
"2025-10-30","Adult","National Maternity Hospital (Holles Street)",2324,832,160,1,3317
"2025-10-30","Child","Wexford General Hospital",683,322,0,0,1004
"2025-10-30","Adult","Midland Regional Hospital Tullamore",11791,3783,621,0,16196
"2025-10-30","Adult","Midland Regional Hospital Portlaoise",2837,658,270,170,3935
"2025-10-30","Adult","Midland Regional Hospital Mullingar",4878,1569,749,963,8159
"2025-10-30","Adult","Mercy University Hospital",3570,1340,433,141,5483
"2025-10-30","Adult","Mayo University Hospital",4475,1489,443,243,6650
"2025-10-30","Adult","Mater Misericordiae University Hospital",26028,8845,3367,3252,41491
"2025-10-30","Adult","Mallow General Hospital",2169,1115,492,367,4142
"2025-10-30","Adult","Louth County Hospital",1610,723,234,0,2567
"2025-10-30","Adult","Letterkenny University Hospital",9653,3069,1255,479,14457
"2025-10-30","Adult","Galway University Hospitals",26464,9623,4393,5929,46409
"2025-10-30","Adult","Ennis Hospital",474,321,273,239,1307
"2025-10-30","Adult","Croom Orthopaedic Hospital",3475,2047,980,456,6958
"2025-10-30","Adult","Cork University Maternity Hospital",2179,197,15,2,2392
"2025-10-30","Adult","Cork University Hospital",14212,4374,1578,390,20554
"2025-10-30","Adult","Coombe Women and Infants University Hospital",2448,1144,218,3,3813
"2025-10-30","Adult","Connolly Hospital Blanchardstown",6430,1389,839,412,9070
"2025-10-30","Adult","Cavan General Hospital",4540,1098,131,2,5771
"2025-10-30","Adult","Beaumont Hospital",27717,13893,5537,1646,48792
"2025-10-30","Adult","Bantry General Hospital",770,221,0,0,991
"2025-11-27","Child","Wexford General Hospital",720,317,0,0,1037
"2025-11-27","Child","University Hospital Waterford",2023,986,330,360,3699
"2025-11-27","Child","University Hospital Limerick",2555,863,391,273,4082
"2025-11-27","Child","University Hospital Kerry",662,220,96,62,1040
"2025-11-27","Child","Tipperary University Hospital",389,81,35,0,505
"2025-11-27","Child","Tallaght University Hospital",5,1,0,1,7
"2025-11-27","Child","St. Luke's General Hospital Kilkenny",380,23,11,25,439
"2025-11-27","Child","South Infirmary Victoria University Hospital",1720,776,449,445,3389
"2025-11-27","Child","Sligo University Hospital",984,182,90,192,1448
"2025-11-27","Child","Royal Victoria Eye and Ear Hospital",300,155,125,71,651
"2025-11-27","Child","Rotunda Hospital",37,0,0,0,37
"2025-11-27","Child","Roscommon University Hospital",128,94,18,0,240
"2025-11-27","Child","Portiuncula University Hospital",473,54,0,0,527
"2025-11-27","Child","Our Lady's Hospital Navan",2,0,0,0,2
"2025-11-27","Child","Our Lady of Lourdes Hospital Drogheda",1855,1134,678,335,4002
"2025-11-27","Child","Nenagh Hospital",15,5,0,2,22
"2025-11-27","Child","National Orthopaedic Hospital Cappagh",69,30,24,5,128
"2025-11-27","Child","National Maternity Hospital (Holles Street)",44,0,0,0,44
"2025-11-27","Child","Naas General Hospital",10,3,0,0,13
"2025-11-27","Child","Midland Regional Hospital Tullamore",752,355,3,0,1109
"2025-11-27","Child","Midland Regional Hospital Portlaoise",897,466,298,112,1773
"2025-11-27","Child","Midland Regional Hospital Mullingar",818,190,60,11,1079
"2025-11-27","Child","Mercy University Hospital",5,2,0,0,6
"2025-11-27","Child","Mayo University Hospital",615,216,73,50,954
"2025-11-27","Child","Mallow General Hospital",135,60,38,91,324
"2025-11-27","Child","Letterkenny University Hospital",1001,312,133,2,1448
"2025-11-27","Child","Galway University Hospitals",2843,1037,325,552,4756
"2025-11-27","Child","Ennis Hospital",17,14,12,2,44
"2025-11-27","Child","Croom Orthopaedic Hospital",142,9,2,0,154
"2025-11-27","Child","Cork University Maternity Hospital",40,0,0,0,40
"2025-11-27","Child","Cork University Hospital",3215,1050,288,86,4640
"2025-11-27","Child","Coombe Women and Infants University Hospital",30,0,2,0,32
"2025-11-27","Child","Children's Health Ireland",17835,7738,3288,2979,31840
"2025-11-27","Child","Cavan General Hospital",409,83,29,0,522
"2025-11-27","Child","Beaumont Hospital",37,8,7,0,52
"2025-11-27","Adult","Wexford General Hospital",4000,777,119,2,4898
"2025-11-27","Adult","University Hospital Waterford",22180,10853,5405,4572,43010
"2025-11-27","Adult","University Hospital Limerick",17296,5220,2020,786,25322
"2025-11-27","Adult","University Hospital Kerry",7274,2630,918,316,11138
"2025-11-27","Adult","Tipperary University Hospital",2569,924,328,161,3982
"2025-11-27","Adult","Tallaght University Hospital",13639,7376,2607,885,24507
"2025-11-27","Adult","St. Vincent's University Hospital",19884,7212,3963,2816,33874
"2025-11-27","Adult","St. Michael's Hospital",3295,1153,683,327,5458
"2025-11-27","Adult","St. Luke's General Hospital Kilkenny",3510,1071,707,537,5824
"2025-11-27","Adult","St. John's Hospital Limerick",332,183,12,0,527
"2025-11-27","Adult","St. James's Hospital",17097,4922,1879,1031,24929
"2025-11-27","Adult","St. Columcille's Hospital",2233,1259,1157,5399,10048
"2025-11-27","Adult","South Infirmary Victoria University Hospital",14770,6597,3979,4546,29892
"2025-11-27","Adult","Sligo University Hospital",8414,2460,1034,1304,13212
"2025-11-27","Adult","Royal Victoria Eye and Ear Hospital",7104,3534,1967,945,13550
"2025-11-27","Adult","Rotunda Hospital",4302,1185,88,0,5575
"2025-11-27","Adult","Roscommon University Hospital",3227,868,60,8,4162
"2025-11-27","Adult","Portiuncula University Hospital",2139,623,136,2,2901
"2025-11-27","Adult","Our Lady's Hospital Navan",4343,1782,454,128,6706
"2025-11-27","Adult","Our Lady of Lourdes Hospital Drogheda",10025,4575,2134,679,17413
"2025-11-27","Adult","Nenagh Hospital",362,295,202,270,1129
"2025-11-27","Adult","National Orthopaedic Hospital Cappagh",1376,609,587,373,2945
"2025-11-27","Adult","National Maternity Hospital (Holles Street)",2371,869,108,2,3350
"2025-11-27","Adult","Naas General Hospital",6891,2977,1524,564,11956
"2025-11-27","Adult","Midland Regional Hospital Tullamore",11684,4180,632,4,16499
"2025-11-27","Adult","Midland Regional Hospital Portlaoise",2965,636,247,136,3984
"2025-11-27","Adult","Midland Regional Hospital Mullingar",4969,1585,741,977,8272
"2025-11-27","Adult","Mercy University Hospital",3541,1388,377,102,5407
"2025-11-27","Adult","Mayo University Hospital",4506,1473,341,250,6569
"2025-11-27","Adult","Mater Misericordiae University Hospital",25781,9163,3413,3111,41468
"2025-11-27","Adult","Mallow General Hospital",2175,1117,560,319,4172
"2025-11-27","Adult","Louth County Hospital",1783,767,223,0,2773
"2025-11-27","Adult","Letterkenny University Hospital",9442,2906,1139,496,13982
"2025-11-27","Adult","Galway University Hospitals",26017,9275,4019,5722,45033
"2025-11-27","Adult","Ennis Hospital",462,302,251,250,1265
"2025-11-27","Adult","Croom Orthopaedic Hospital",3512,1983,936,440,6871
"2025-11-27","Adult","Cork University Maternity Hospital",2234,135,0,0,2369
"2025-11-27","Adult","Cork University Hospital",14117,4465,1499,251,20331
"2025-11-27","Adult","Coombe Women and Infants University Hospital",2584,1180,275,3,4041
"2025-11-27","Adult","Connolly Hospital Blanchardstown",6202,1305,642,469,8618
"2025-11-27","Adult","Cavan General Hospital",4276,792,96,0,5164
"2025-11-27","Adult","Beaumont Hospital",28561,14487,5028,1691,49767
"2025-11-27","Adult","Bantry General Hospital",663,179,0,0,841
"2025-12-18","Adult","Galway University Hospitals",25341,8880,3830,5659,43711
"2025-12-18","Child","University Hospital Waterford",2064,975,328,340,3707
"2025-12-18","Child","University Hospital Limerick",2579,857,393,280,4109
"2025-12-18","Child","University Hospital Kerry",628,195,113,67,1003
"2025-12-18","Child","Tipperary University Hospital",390,76,35,1,502
"2025-12-18","Child","Tallaght University Hospital",6,0,0,1,7
"2025-12-18","Child","St. Luke's General Hospital Kilkenny",394,23,13,25,456
"2025-12-18","Child","South Infirmary Victoria University Hospital",1690,763,454,412,3320
"2025-12-18","Child","Sligo University Hospital",1038,176,91,203,1508
"2025-12-18","Child","Royal Victoria Eye and Ear Hospital",423,171,134,81,809
"2025-12-18","Child","Rotunda Hospital",42,0,0,0,42
"2025-12-18","Child","Roscommon University Hospital",125,88,9,0,221
"2025-12-18","Child","Portiuncula University Hospital",419,60,2,0,481
"2025-12-18","Child","Our Lady's Hospital Navan",1,1,0,0,2
"2025-12-18","Child","Our Lady of Lourdes Hospital Drogheda",1830,1044,594,346,3813
"2025-12-18","Child","Nenagh Hospital",16,3,0,2,21
"2025-12-18","Child","National Orthopaedic Hospital Cappagh",69,19,30,4,121
"2025-12-18","Child","National Maternity Hospital (Holles Street)",53,0,0,0,53
"2025-12-18","Child","Naas General Hospital",9,3,0,0,12
"2025-12-18","Child","Midland Regional Hospital Tullamore",710,358,3,0,1071
"2025-12-18","Child","Midland Regional Hospital Portlaoise",877,471,315,109,1772
"2025-12-18","Child","Midland Regional Hospital Mullingar",793,189,60,20,1061
"2025-12-18","Child","Mercy University Hospital",6,1,0,0,7
"2025-12-18","Child","Mayo University Hospital",624,211,83,52,970
"2025-12-18","Child","Mallow General Hospital",131,58,29,42,260
"2025-12-18","Child","Letterkenny University Hospital",979,300,74,0,1354
"2025-12-18","Child","Galway University Hospitals",2917,1012,347,493,4769
"2025-12-18","Child","Ennis Hospital",13,11,14,2,41
"2025-12-18","Child","Croom Orthopaedic Hospital",158,10,2,0,169
"2025-12-18","Child","Cork University Maternity Hospital",56,0,0,0,56
"2025-12-18","Child","Cork University Hospital",3196,1075,296,81,4648
"2025-12-18","Child","Coombe Women and Infants University Hospital",30,0,0,0,30
"2025-12-18","Child","Children's Health Ireland",17980,7536,3215,2794,31524
"2025-12-18","Child","Cavan General Hospital",411,0,0,0,411
"2025-12-18","Child","Beaumont Hospital",39,7,7,1,54
"2025-12-18","Adult","Wexford General Hospital",4053,824,161,7,5045
"2025-12-18","Adult","University Hospital Waterford",22163,10811,5280,4257,42511
"2025-12-18","Adult","University Hospital Limerick",17273,5386,2020,756,25435
"2025-12-18","Adult","University Hospital Kerry",6990,2601,836,328,10754
"2025-12-18","Adult","Tipperary University Hospital",2602,935,303,162,4001
"2025-12-18","Adult","Tallaght University Hospital",13554,7275,2446,819,24094
"2025-12-18","Adult","St. Vincent's University Hospital",19580,7373,3852,2860,33666
"2025-12-18","Adult","St. Michael's Hospital",3094,1140,662,362,5258
"2025-12-18","Adult","St. Luke's General Hospital Kilkenny",3612,1074,733,557,5976
"2025-12-18","Adult","St. John's Hospital Limerick",336,188,23,0,547
"2025-12-18","Adult","St. James's Hospital",16788,5006,1868,1009,24671
"2025-12-18","Adult","St. Columcille's Hospital",2236,1223,1128,5408,9994
"2025-12-18","Adult","South Infirmary Victoria University Hospital",14810,6580,3831,4537,29757
"2025-12-18","Adult","Sligo University Hospital",8320,2497,982,1315,13113
"2025-12-18","Adult","Royal Victoria Eye and Ear Hospital",7274,3613,2075,1027,13989
"2025-12-18","Adult","Rotunda Hospital",4325,1224,94,0,5643
"2025-12-18","Adult","Roscommon University Hospital",3182,810,41,4,4037
"2025-12-18","Adult","Portiuncula University Hospital",2071,574,161,4,2811
"2025-12-18","Adult","Our Lady's Hospital Navan",4397,1736,315,101,6548
"2025-12-18","Adult","Our Lady of Lourdes Hospital Drogheda",9940,4544,2004,690,17178
"2025-12-18","Adult","Nenagh Hospital",357,295,211,290,1153
"2025-12-18","Adult","National Orthopaedic Hospital Cappagh",1338,565,532,348,2782
"2025-12-18","Adult","National Maternity Hospital (Holles Street)",2356,936,120,0,3412
"2025-12-18","Adult","Naas General Hospital",6576,3045,1569,636,11824
"2025-12-18","Adult","Midland Regional Hospital Tullamore",11311,4385,732,2,16430
"2025-12-18","Adult","Midland Regional Hospital Portlaoise",2844,643,243,135,3865
"2025-12-18","Adult","Midland Regional Hospital Mullingar",4838,1602,725,1039,8204
"2025-12-18","Adult","Mercy University Hospital",3600,1357,392,108,5456
"2025-12-18","Adult","Mayo University Hospital",4575,1422,294,238,6529
"2025-12-18","Adult","Mater Misericordiae University Hospital",25550,9331,3418,3004,41303
"2025-12-18","Adult","Mallow General Hospital",2098,990,522,198,3808
"2025-12-18","Adult","Louth County Hospital",1787,781,230,0,2798
"2025-12-18","Adult","Letterkenny University Hospital",8869,2788,1017,503,13177
"2025-12-18","Child","Wexford General Hospital",734,313,0,0,1047
"2025-12-18","Adult","Ennis Hospital",435,330,255,256,1276
"2025-12-18","Adult","Croom Orthopaedic Hospital",3403,1849,782,376,6410
"2025-12-18","Adult","Cork University Maternity Hospital",2266,94,1,0,2361
"2025-12-18","Adult","Cork University Hospital",14004,4498,1089,116,19707
"2025-12-18","Adult","Coombe Women and Infants University Hospital",2415,987,227,3,3631
"2025-12-18","Adult","Connolly Hospital Blanchardstown",6251,1480,423,107,8260
"2025-12-18","Adult","Cavan General Hospital",4274,0,0,0,4274
"2025-12-18","Adult","Beaumont Hospital",28102,12728,4011,1574,46414
"2025-12-18","Adult","Bantry General Hospital",617,126,0,0,743
"2026-01-29","Adult","Bantry General Hospital",737,182,5,0,924
"2026-01-29","Child","Wexford General Hospital",741,341,1,0,1084
"2026-01-29","Child","University Hospital Waterford",2003,1073,309,329,3714
"2026-01-29","Child","University Hospital Limerick",2437,1031,393,287,4147
"2026-01-29","Child","University Hospital Kerry",607,181,126,75,988
"2026-01-29","Child","Tipperary University Hospital",377,89,19,1,487
"2026-01-29","Child","Tallaght University Hospital",3,0,0,1,4
"2026-01-29","Child","St. Luke's General Hospital Kilkenny",415,15,4,17,451
"2026-01-29","Child","St. John's Hospital Limerick",1,0,0,0,1
"2026-01-29","Child","South Infirmary Victoria University Hospital",1760,767,468,446,3441
"2026-01-29","Child","Sligo University Hospital",1083,188,87,222,1580
"2026-01-29","Child","Royal Victoria Eye and Ear Hospital",565,199,135,74,973
"2026-01-29","Child","Rotunda Hospital",34,2,0,0,36
"2026-01-29","Child","Roscommon University Hospital",91,57,9,0,157
"2026-01-29","Child","Portiuncula University Hospital",435,68,0,0,503
"2026-01-29","Child","Our Lady's Hospital Navan",3,0,0,0,3
"2026-01-29","Child","Our Lady of Lourdes Hospital Drogheda",1799,1128,585,414,3927
"2026-01-29","Child","Nenagh Hospital",12,4,0,1,17
"2026-01-29","Child","National Orthopaedic Hospital Cappagh",58,12,22,8,100
"2026-01-29","Child","National Maternity Hospital (Holles Street)",54,2,0,0,56
"2026-01-29","Child","Naas General Hospital",9,1,0,0,10
"2026-01-29","Child","Midland Regional Hospital Tullamore",717,389,34,0,1140
"2026-01-29","Child","Midland Regional Hospital Portlaoise",901,496,316,128,1840
"2026-01-29","Child","Midland Regional Hospital Mullingar",787,154,46,23,1010
"2026-01-29","Child","Mercy University Hospital",4,0,2,0,6
"2026-01-29","Child","Mayo University Hospital",580,210,91,59,940
"2026-01-29","Child","Mallow General Hospital",120,68,23,20,231
"2026-01-29","Child","Letterkenny University Hospital",1000,299,61,0,1360
"2026-01-29","Child","Galway University Hospitals",3012,1156,329,476,4973
"2026-01-29","Child","Ennis Hospital",13,9,9,3,34
"2026-01-29","Child","Croom Orthopaedic Hospital",127,16,2,0,144
"2026-01-29","Child","Cork University Maternity Hospital",52,0,0,0,52
"2026-01-29","Child","Cork University Hospital",3192,1113,310,100,4715
"2026-01-29","Child","Coombe Women and Infants University Hospital",27,0,0,0,27
"2026-01-29","Child","Children's Health Ireland",18578,8085,3091,2922,32676
"2026-01-29","Child","Cavan General Hospital",487,16,0,0,503
"2026-01-29","Child","Beaumont Hospital",44,5,8,1,59
"2026-01-29","Adult","Wexford General Hospital",3737,1038,200,4,4978
"2026-01-29","Adult","University Hospital Waterford",20809,11624,5072,4304,41809
"2026-01-29","Adult","University Hospital Limerick",16955,6648,1958,856,26417
"2026-01-29","Adult","University Hospital Kerry",6684,3035,832,417,10968
"2026-01-29","Adult","Tipperary University Hospital",2412,1121,304,184,4021
"2026-01-29","Adult","Tallaght University Hospital",12546,8412,2313,908,24178
"2026-01-29","Adult","St. Vincent's University Hospital",18551,8224,3838,3229,33842
"2026-01-29","Adult","St. Michael's Hospital",2874,1271,598,424,5168
"2026-01-29","Adult","St. Luke's General Hospital Kilkenny",3518,1264,705,546,6033
"2026-01-29","Adult","St. John's Hospital Limerick",361,212,40,0,613
"2026-01-29","Adult","St. James's Hospital",17075,5959,1964,1115,26114
"2026-01-29","Adult","St. Columcille's Hospital",2156,1371,1033,5585,10146
"2026-01-29","Adult","South Infirmary Victoria University Hospital",14794,7304,3765,4826,30689
"2026-01-29","Adult","Sligo University Hospital",8614,2806,942,1430,13792
"2026-01-29","Adult","Royal Victoria Eye and Ear Hospital",7290,3961,2084,1154,14489
"2026-01-29","Adult","Rotunda Hospital",4342,1516,115,2,5974
"2026-01-29","Adult","Roscommon University Hospital",3219,1109,22,5,4354
"2026-01-29","Adult","Portiuncula University Hospital",2203,619,177,5,3004
